,Task,Start,Finish,Status,Amount
320,REF015,2018-03-02 17:12:41.000,2018-03-02 17:19:05.000,PN020,0.0
321,Change,2018-03-02 17:12:41.000,2018-03-02 17:19:05.000,Change,0.0
322,REF015,2018-03-02 17:19:05.000,2018-03-02 17:30:28.000,PR000,46.0
323,Change,2018-03-02 17:19:05.000,2018-03-02 17:30:28.000,Change,0.0
324,REF015,2018-03-02 17:30:28.000,2018-03-02 17:32:48.000,PN020,0.0
325,Change,2018-03-02 17:30:28.000,2018-03-02 17:32:48.000,Change,0.0
326,REF015,2018-03-02 17:32:48.000,2018-03-02 18:11:53.000,PR000,169.0
327,Change,2018-03-02 17:32:48.000,2018-03-02 18:11:53.000,Change,0.0
328,REF015,2018-03-02 18:11:53.000,2018-03-02 18:12:40.000,FT001,0.0
329,Change,2018-03-02 18:11:53.000,2018-03-02 18:12:40.000,Change,0.0
330,REF015,2018-03-02 18:12:40.000,2018-03-02 18:44:40.000,PR000,104.0
331,Change,2018-03-02 18:12:40.000,2018-03-02 18:44:40.000,Change,0.0
332,REF015,2018-03-02 18:44:40.000,2018-03-02 18:46:37.000,PN020,0.0
333,Change,2018-03-02 18:44:40.000,2018-03-02 18:46:37.000,Change,0.0
334,REF015,2018-03-02 18:46:37.000,2018-03-02 19:01:58.000,PR000,56.0
335,Change,2018-03-02 18:46:37.000,2018-03-02 19:01:58.000,Change,0.0
336,REF015,2018-03-02 19:01:58.000,2018-03-02 19:03:41.000,PN020,0.0
337,Change,2018-03-02 19:01:58.000,2018-03-02 19:03:41.000,Change,0.0
338,REF015,2018-03-02 19:03:41.000,2018-03-02 20:18:16.000,PR000,330.0
339,Change,2018-03-02 19:03:41.000,2018-03-02 20:18:16.000,Change,0.0
340,REF015,2018-03-02 20:18:16.000,2018-03-02 20:22:13.000,PN020,0.0
341,Change,2018-03-02 20:18:16.000,2018-03-02 20:22:13.000,Change,0.0
342,REF015,2018-03-02 20:22:13.000,2018-03-02 20:24:31.000,PR000,6.0
343,Change,2018-03-02 20:22:13.000,2018-03-02 20:24:31.000,Change,0.0
344,REF015,2018-03-02 20:24:31.000,2018-03-02 20:25:29.000,FT001,0.0
345,Change,2018-03-02 20:24:31.000,2018-03-02 20:25:29.000,Change,0.0
346,REF015,2018-03-02 20:25:29.000,2018-03-02 20:47:09.000,PR000,95.0
347,Change,2018-03-02 20:25:29.000,2018-03-02 20:47:09.000,Change,0.0
348,REF015,2018-03-02 20:47:09.000,2018-03-02 20:55:43.000,PR000,34.0
349,Change,2018-03-02 20:47:09.000,2018-03-02 20:55:43.000,Change,0.0
350,REF015,2018-03-02 20:55:43.000,2018-03-02 20:56:53.000,PN029,0.0
351,Change,2018-03-02 20:55:43.000,2018-03-02 20:56:53.000,Change,0.0
352,REF015,2018-03-02 20:56:53.000,2018-03-02 20:58:43.000,PR000,8.0
353,Change,2018-03-02 20:56:53.000,2018-03-02 20:58:43.000,Change,0.0
354,REF015,2018-03-02 20:58:43.000,2018-03-02 21:00:00.000,PR000,5.0
355,Change,2018-03-02 20:58:43.000,2018-03-02 21:00:00.000,Change,0.0
356,REF015,2018-03-02 21:00:00.000,2018-03-02 21:09:15.000,PR000,35.0
357,Change,2018-03-02 21:00:00.000,2018-03-02 21:09:15.000,Change,0.0
358,REF015,2018-03-02 21:09:15.000,2018-03-02 21:12:11.000,PN020,0.0
359,Change,2018-03-02 21:09:15.000,2018-03-02 21:12:11.000,Change,0.0
360,REF015,2018-03-02 21:12:11.000,2018-03-02 21:15:39.000,PR000,12.0
361,Change,2018-03-02 21:12:11.000,2018-03-02 21:15:39.000,Change,0.0
362,REF015,2018-03-02 21:15:39.000,2018-03-02 21:17:23.000,PN020,0.0
363,Change,2018-03-02 21:15:39.000,2018-03-02 21:17:23.000,Change,0.0
364,REF015,2018-03-02 21:17:23.000,2018-03-02 21:22:26.000,PR000,18.0
365,Change,2018-03-02 21:17:23.000,2018-03-02 21:22:26.000,Change,0.0
366,REF015,2018-03-02 21:22:26.000,2018-03-02 21:50:29.000,PR000,123.0
367,Change,2018-03-02 21:22:26.000,2018-03-02 21:50:29.000,Change,0.0
368,REF015,2018-03-02 21:50:29.000,2018-03-02 21:52:02.000,PN020,0.0
369,Change,2018-03-02 21:50:29.000,2018-03-02 21:52:02.000,Change,0.0
370,REF015,2018-03-02 21:52:02.000,2018-03-02 22:11:52.000,PR000,86.0
371,Change,2018-03-02 21:52:02.000,2018-03-02 22:11:52.000,Change,0.0
372,REF015,2018-03-02 22:11:52.000,2018-03-02 22:19:38.000,PN020,0.0
373,Change,2018-03-02 22:11:52.000,2018-03-02 22:19:38.000,Change,0.0
374,REF015,2018-03-02 22:19:38.000,2018-03-02 22:36:59.000,PR000,72.0
375,Change,2018-03-02 22:19:38.000,2018-03-02 22:36:59.000,Change,0.0
376,REF015,2018-03-02 22:36:59.000,2018-03-02 22:38:21.000,FT001,0.0
377,Change,2018-03-02 22:36:59.000,2018-03-02 22:38:21.000,Change,0.0
378,REF015,2018-03-02 22:38:21.000,2018-03-02 23:01:26.000,PR000,84.0
379,Change,2018-03-02 22:38:21.000,2018-03-02 23:01:26.000,Change,0.0
380,REF015,2018-03-02 23:01:26.000,2018-03-02 23:02:51.000,FT001,0.0
381,Change,2018-03-02 23:01:26.000,2018-03-02 23:02:51.000,Change,0.0
382,REF015,2018-03-02 23:02:51.000,2018-03-02 23:51:40.000,PR000,214.0
383,Change,2018-03-02 23:02:51.000,2018-03-02 23:51:40.000,Change,0.0
384,REF015,2018-03-02 23:51:40.000,2018-03-02 23:53:26.000,FT001,0.0
385,Change,2018-03-02 23:51:40.000,2018-03-02 23:53:26.000,Change,0.0
386,REF015,2018-03-02 23:53:26.000,2018-03-03 00:03:41.000,PR000,39.0
387,Change,2018-03-02 23:53:26.000,2018-03-03 00:03:41.000,Change,0.0
388,REF015,2018-03-03 00:03:41.000,2018-03-03 00:16:29.000,PN021,0.0
389,Change,2018-03-03 00:03:41.000,2018-03-03 00:16:29.000,Change,0.0
390,REF015,2018-03-03 00:16:29.000,2018-03-03 00:53:56.000,PR000,165.0
391,Change,2018-03-03 00:16:29.000,2018-03-03 00:53:56.000,Change,0.0
392,REF015,2018-03-03 00:53:56.000,2018-03-03 00:55:31.000,PN020,0.0
393,Change,2018-03-03 00:53:56.000,2018-03-03 00:55:31.000,Change,0.0
394,REF015,2018-03-03 00:55:31.000,2018-03-03 02:19:14.000,PR000,371.0
395,Change,2018-03-03 00:55:31.000,2018-03-03 02:19:14.000,Change,0.0
396,REF015,2018-03-03 02:19:14.000,2018-03-03 02:20:24.000,PN020,0.0
397,Change,2018-03-03 02:19:14.000,2018-03-03 02:20:24.000,Change,0.0
398,REF015,2018-03-03 02:20:24.000,2018-03-03 03:01:32.000,PR000,180.0
399,Change,2018-03-03 02:20:24.000,2018-03-03 03:01:32.000,Change,0.0
400,REF015,2018-03-03 03:01:32.000,2018-03-03 04:39:29.000,FT001,0.0
401,Change,2018-03-03 03:01:32.000,2018-03-03 04:39:27.000,Change,0.0
402,Off,2018-03-03 04:39:18.000,2018-03-03 04:55:10.000,Off,0.0
403,REF007,2018-03-03 04:39:25.000,2018-03-03 04:55:10.000,FT001,0.0
404,Off,2018-03-03 04:55:10.000,2018-03-03 04:55:46.000,Off,0.0
405,REF007,2018-03-03 04:55:10.000,2018-03-03 04:55:46.000,FT001,0.0
406,Off,2018-03-03 04:55:46.000,2018-03-03 04:55:58.000,Off,0.0
407,REF007,2018-03-03 04:55:46.000,2018-03-03 04:55:58.000,FT001,0.0
408,Off,2018-03-03 04:55:58.000,2018-03-03 04:58:46.000,Off,0.0
409,REF007,2018-03-03 04:55:58.000,2018-03-03 04:58:46.000,FT001,0.0
410,Off,2018-03-03 04:58:46.000,2018-03-03 05:00:00.000,Off,0.0
411,REF007,2018-03-03 04:58:46.000,2018-03-03 05:00:00.000,FT001,0.0
412,Off,2018-03-03 05:00:00.000,2018-03-03 05:01:01.000,Off,0.0
413,REF007,2018-03-03 05:00:00.000,2018-03-03 05:01:01.000,FT001,0.0
414,Off,2018-03-03 05:01:01.000,2018-03-03 06:08:16.000,Off,0.0
415,REF007,2018-03-03 05:01:01.000,2018-03-03 06:08:16.000,FT001,0.0
416,Off,2018-03-03 06:08:16.000,2018-03-03 13:00:00.000,Off,0.0
417,REF007,2018-03-03 06:08:16.000,2018-03-03 13:00:00.000,FT001,0.0
418,Off,2018-03-03 13:00:00.000,2018-03-03 13:05:59.000,Off,0.0
419,REF007,2018-03-03 13:00:00.000,2018-03-03 13:05:59.000,FT001,0.0
420,Off,2018-03-03 13:05:59.000,2018-03-03 13:06:05.000,Off,0.0
421,REF007,2018-03-03 13:05:59.000,2018-03-03 13:06:05.000,FT001,0.0
422,Off,2018-03-03 13:06:05.000,2018-03-03 13:06:15.000,Off,0.0
423,REF007,2018-03-03 13:06:05.000,2018-03-03 13:06:15.000,FT001,0.0
424,Off,2018-03-03 13:06:15.000,2018-03-03 15:04:33.000,Off,0.0
425,REF007,2018-03-03 13:06:15.000,2018-03-03 15:04:33.000,FT001,0.0
426,Off,2018-03-03 15:04:33.000,2018-03-03 15:05:31.000,Off,0.0
427,REF007,2018-03-03 15:04:33.000,2018-03-03 15:05:31.000,PR000,1.0
428,Off,2018-03-03 15:05:31.000,2018-03-03 15:14:03.000,Off,0.0
429,REF007,2018-03-03 15:05:31.000,2018-03-03 15:14:03.000,PP013,0.0
430,Off,2018-03-03 15:14:03.000,2018-03-03 15:15:36.000,Off,0.0
431,REF007,2018-03-03 15:14:03.000,2018-03-03 15:15:36.000,PR000,2.0
432,Off,2018-03-03 15:15:36.000,2018-03-03 15:20:16.000,Off,0.0
433,REF007,2018-03-03 15:15:36.000,2018-03-03 15:20:16.000,PN020,0.0
434,Off,2018-03-03 15:20:16.000,2018-03-03 15:22:12.000,Off,0.0
435,REF007,2018-03-03 15:20:16.000,2018-03-03 15:22:12.000,PR000,2.0
436,Off,2018-03-03 15:22:12.000,2018-03-03 15:26:38.000,Off,0.0
437,REF007,2018-03-03 15:22:12.000,2018-03-03 15:26:38.000,PN020,0.0
438,Off,2018-03-03 15:26:38.000,2018-03-03 15:28:11.000,Off,0.0
439,REF007,2018-03-03 15:26:38.000,2018-03-03 15:28:11.000,PR000,2.0
440,Off,2018-03-03 15:28:11.000,2018-03-03 15:35:22.000,Off,0.0
441,REF007,2018-03-03 15:28:11.000,2018-03-03 15:35:22.000,PN020,0.0
442,Off,2018-03-03 15:35:22.000,2018-03-03 15:36:20.000,Off,0.0
443,REF007,2018-03-03 15:35:22.000,2018-03-03 15:36:20.000,PR000,1.0
444,Off,2018-03-03 15:36:20.000,2018-03-03 15:38:51.000,Off,0.0
445,REF007,2018-03-03 15:36:20.000,2018-03-03 15:38:51.000,PN020,0.0
446,Off,2018-03-03 15:38:51.000,2018-03-03 15:39:49.000,Off,0.0
447,REF007,2018-03-03 15:38:51.000,2018-03-03 15:39:49.000,PR000,1.0
448,Off,2018-03-03 15:39:49.000,2018-03-03 15:45:56.000,Off,0.0
449,REF007,2018-03-03 15:39:49.000,2018-03-03 15:45:56.000,PN020,0.0
450,Off,2018-03-03 15:45:56.000,2018-03-03 15:46:55.000,Off,0.0
451,REF007,2018-03-03 15:45:56.000,2018-03-03 15:46:55.000,PR000,1.0
452,Off,2018-03-03 15:46:55.000,2018-03-03 15:51:33.000,Off,0.0
453,REF007,2018-03-03 15:46:55.000,2018-03-03 15:51:33.000,PN020,0.0
454,Off,2018-03-03 15:51:33.000,2018-03-03 15:54:15.000,Off,0.0
455,REF007,2018-03-03 15:51:33.000,2018-03-03 15:54:15.000,PR000,5.0
456,Off,2018-03-03 15:54:15.000,2018-03-03 15:58:30.000,Off,0.0
457,REF007,2018-03-03 15:54:15.000,2018-03-03 15:58:30.000,PN020,0.0
458,Off,2018-03-03 15:58:30.000,2018-03-03 16:04:07.000,Off,0.0
459,REF007,2018-03-03 15:58:30.000,2018-03-03 16:04:07.000,PR000,11.0
460,Off,2018-03-03 16:04:07.000,2018-03-03 16:08:45.000,Off,0.0
461,REF007,2018-03-03 16:04:07.000,2018-03-03 16:08:45.000,PN020,0.0
462,Off,2018-03-03 16:08:45.000,2018-03-03 16:17:04.000,Off,0.0
463,REF007,2018-03-03 16:08:45.000,2018-03-03 16:17:04.000,PR000,17.0
464,Off,2018-03-03 16:17:04.000,2018-03-03 16:21:30.000,Off,0.0
465,REF007,2018-03-03 16:17:04.000,2018-03-03 16:21:30.000,PN020,0.0
466,Off,2018-03-03 16:21:30.000,2018-03-03 16:28:39.000,Off,0.0
467,REF007,2018-03-03 16:21:30.000,2018-03-03 16:28:39.000,PR000,17.0
468,Off,2018-03-03 16:28:39.000,2018-03-03 16:31:44.000,Off,0.0
469,REF007,2018-03-03 16:28:39.000,2018-03-03 16:31:44.000,PN020,0.0
470,Off,2018-03-03 16:31:44.000,2018-03-03 16:34:14.000,Off,0.0
471,REF007,2018-03-03 16:31:44.000,2018-03-03 16:34:14.000,PR000,5.0
472,Off,2018-03-03 16:34:14.000,2018-03-03 16:37:08.000,Off,0.0
473,REF007,2018-03-03 16:34:14.000,2018-03-03 16:37:08.000,PN020,0.0
474,Off,2018-03-03 16:37:08.000,2018-03-03 16:40:33.000,Off,0.0
475,REF007,2018-03-03 16:37:08.000,2018-03-03 16:40:33.000,PR000,6.0
476,Off,2018-03-03 16:40:33.000,2018-03-03 16:42:54.000,Off,0.0
477,REF007,2018-03-03 16:40:33.000,2018-03-03 16:42:54.000,PN020,0.0
478,Off,2018-03-03 16:42:54.000,2018-03-03 16:46:00.000,Off,0.0
479,REF007,2018-03-03 16:42:54.000,2018-03-03 16:46:00.000,PR000,4.0
480,Off,2018-03-03 16:46:00.000,2018-03-03 16:48:54.000,Off,0.0
481,REF007,2018-03-03 16:46:00.000,2018-03-03 16:48:54.000,PN020,0.0
482,Off,2018-03-03 16:48:54.000,2018-03-03 16:50:35.000,Off,0.0
483,REF007,2018-03-03 16:48:54.000,2018-03-03 16:50:35.000,PR000,3.0
484,Off,2018-03-03 16:50:35.000,2018-03-03 16:53:31.000,Off,0.0
485,REF007,2018-03-03 16:50:35.000,2018-03-03 16:53:31.000,PR000,3.0
486,Off,2018-03-03 16:53:31.000,2018-03-03 16:53:50.000,Off,0.0
487,REF007,2018-03-03 16:53:31.000,2018-03-03 16:53:50.000,FT001,0.0
488,Off,2018-03-03 16:53:50.000,2018-03-03 16:56:03.000,Off,0.0
489,REF007,2018-03-03 16:53:50.000,2018-03-03 16:56:03.000,PN020,0.0
490,Off,2018-03-03 16:56:03.000,2018-03-03 16:56:09.000,Off,0.0
491,REF007,2018-03-03 16:56:03.000,2018-03-03 16:56:09.000,PR000,1.0
492,Off,2018-03-03 16:56:09.000,2018-03-03 17:00:17.000,Off,0.0
493,REF007,2018-03-03 16:56:09.000,2018-03-03 17:00:17.000,PR000,9.0
494,Off,2018-03-03 17:00:17.000,2018-03-03 17:02:24.000,Off,0.0
495,REF007,2018-03-03 17:00:17.000,2018-03-03 17:02:24.000,PN020,0.0
496,Off,2018-03-03 17:02:24.000,2018-03-03 17:07:50.000,Off,0.0
497,REF007,2018-03-03 17:02:24.000,2018-03-03 17:07:50.000,PR000,13.0
498,Off,2018-03-03 17:07:50.000,2018-03-03 17:09:45.000,Off,0.0
499,REF007,2018-03-03 17:07:50.000,2018-03-03 17:09:45.000,FT001,0.0
500,Off,2018-03-03 17:09:45.000,2018-03-03 17:11:05.000,Off,0.0
501,REF007,2018-03-03 17:09:45.000,2018-03-03 17:11:05.000,PR000,2.0
502,Off,2018-03-03 17:11:05.000,2018-03-03 17:13:12.000,Off,0.0
503,REF007,2018-03-03 17:11:05.000,2018-03-03 17:13:12.000,FT001,0.0
504,Off,2018-03-03 17:13:12.000,2018-03-03 17:14:22.000,Off,0.0
505,REF007,2018-03-03 17:13:12.000,2018-03-03 17:14:22.000,PR000,1.0
506,Off,2018-03-03 17:14:22.000,2018-03-03 17:15:55.000,Off,0.0
507,REF007,2018-03-03 17:14:22.000,2018-03-03 17:15:55.000,FT001,0.0
508,Off,2018-03-03 17:15:55.000,2018-03-03 17:17:04.000,Off,0.0
509,REF007,2018-03-03 17:15:55.000,2018-03-03 17:17:04.000,PR000,1.0
510,Off,2018-03-03 17:17:04.000,2018-03-03 17:19:23.000,Off,0.0
511,REF007,2018-03-03 17:17:04.000,2018-03-03 17:19:23.000,FT001,0.0
512,Off,2018-03-03 17:19:23.000,2018-03-03 17:20:32.000,Off,0.0
513,REF007,2018-03-03 17:19:23.000,2018-03-03 17:20:32.000,PR000,1.0
514,Off,2018-03-03 17:20:32.000,2018-03-03 17:22:30.000,Off,0.0
515,REF007,2018-03-03 17:20:32.000,2018-03-03 17:22:30.000,PN020,0.0
516,Off,2018-03-03 17:22:30.000,2018-03-03 17:23:29.000,Off,0.0
517,REF007,2018-03-03 17:22:30.000,2018-03-03 17:23:29.000,PR000,1.0
518,Off,2018-03-03 17:23:29.000,2018-03-03 17:30:06.000,Off,0.0
519,REF007,2018-03-03 17:23:29.000,2018-03-03 17:30:06.000,PN020,0.0
520,Off,2018-03-03 17:30:06.000,2018-03-03 17:35:56.000,Off,0.0
521,REF007,2018-03-03 17:30:06.000,2018-03-03 17:35:56.000,PR000,14.0
522,Off,2018-03-03 17:35:56.000,2018-03-03 17:43:51.000,Off,0.0
523,REF007,2018-03-03 17:35:56.000,2018-03-03 17:43:51.000,PN020,0.0
524,Off,2018-03-03 17:43:51.000,2018-03-03 18:54:49.000,Off,0.0
525,REF007,2018-03-03 17:43:51.000,2018-03-03 18:54:49.000,PR000,192.0
526,Off,2018-03-03 18:54:49.000,2018-03-03 18:56:59.000,Off,0.0
527,REF007,2018-03-03 18:54:49.000,2018-03-03 18:56:59.000,FT001,0.0
528,Off,2018-03-03 18:56:59.000,2018-03-03 19:09:49.000,Off,0.0
529,REF007,2018-03-03 18:56:59.000,2018-03-03 19:09:49.000,PR000,20.0
530,Off,2018-03-03 19:09:49.000,2018-03-03 19:11:32.000,Off,0.0
531,REF007,2018-03-03 19:09:49.000,2018-03-03 19:11:32.000,FT001,0.0
532,Off,2018-03-03 19:11:32.000,2018-03-03 19:13:51.000,Off,0.0
533,REF007,2018-03-03 19:11:32.000,2018-03-03 19:13:51.000,PR000,4.0
534,Off,2018-03-03 19:13:51.000,2018-03-03 19:38:57.000,Off,0.0
535,REF007,2018-03-03 19:13:51.000,2018-03-03 19:38:57.000,PP015,0.0
536,Off,2018-03-03 19:38:57.000,2018-03-03 19:43:13.000,Off,0.0
537,REF007,2018-03-03 19:38:57.000,2018-03-03 19:43:13.000,PR000,9.0
538,Off,2018-03-03 19:43:13.000,2018-03-03 19:45:58.000,Off,0.0
539,REF007,2018-03-03 19:43:13.000,2018-03-03 19:45:58.000,PN029,0.0
540,Off,2018-03-03 19:45:58.000,2018-03-03 19:55:17.000,Off,0.0
541,REF007,2018-03-03 19:45:58.000,2018-03-03 19:55:17.000,PR000,17.0
542,Off,2018-03-03 19:55:17.000,2018-03-03 19:56:16.000,Off,0.0
543,REF007,2018-03-03 19:55:17.000,2018-03-03 19:56:16.000,PN029,0.0
544,Off,2018-03-03 19:56:16.000,2018-03-03 19:58:35.000,Off,0.0
545,REF007,2018-03-03 19:56:16.000,2018-03-03 19:58:35.000,PR000,5.0
546,Off,2018-03-03 19:58:35.000,2018-03-03 19:59:56.000,Off,0.0
547,REF007,2018-03-03 19:58:35.000,2018-03-03 19:59:56.000,PN029,0.0
548,Off,2018-03-03 19:59:56.000,2018-03-03 20:05:12.000,Off,0.0
549,REF007,2018-03-03 19:59:56.000,2018-03-03 20:05:12.000,PR000,9.0
550,Off,2018-03-03 20:05:12.000,2018-03-03 20:10:27.000,Off,0.0
551,REF007,2018-03-03 20:05:12.000,2018-03-03 20:10:27.000,PN029,0.0
552,Off,2018-03-03 20:10:27.000,2018-03-03 20:17:52.000,Off,0.0
553,REF007,2018-03-03 20:10:27.000,2018-03-03 20:17:52.000,PR000,16.0
554,Off,2018-03-03 20:17:52.000,2018-03-03 20:24:41.000,Off,0.0
555,REF007,2018-03-03 20:17:52.000,2018-03-03 20:24:41.000,PN029,0.0
556,Off,2018-03-03 20:24:41.000,2018-03-03 20:27:35.000,Off,0.0
557,REF007,2018-03-03 20:24:41.000,2018-03-03 20:27:35.000,PR000,3.0
558,Off,2018-03-03 20:27:35.000,2018-03-03 20:29:20.000,Off,0.0
559,REF007,2018-03-03 20:27:35.000,2018-03-03 20:29:20.000,PN029,0.0
560,Off,2018-03-03 20:29:20.000,2018-03-03 20:37:06.000,Off,0.0
561,REF007,2018-03-03 20:29:20.000,2018-03-03 20:37:06.000,PR000,17.0
562,Off,2018-03-03 20:37:06.000,2018-03-03 20:38:38.000,Off,0.0
563,REF007,2018-03-03 20:37:06.000,2018-03-03 20:38:38.000,PN029,0.0
564,Off,2018-03-03 20:38:38.000,2018-03-03 20:46:14.000,Off,0.0
565,REF007,2018-03-03 20:38:38.000,2018-03-03 20:46:14.000,PR000,19.0
566,Off,2018-03-03 20:46:14.000,2018-03-03 20:47:38.000,Off,0.0
567,REF007,2018-03-03 20:46:14.000,2018-03-03 20:47:38.000,PN029,0.0
568,Off,2018-03-03 20:47:38.000,2018-03-03 20:57:58.000,Off,0.0
569,REF007,2018-03-03 20:47:38.000,2018-03-03 20:57:58.000,PR000,22.0
570,Off,2018-03-03 20:57:58.000,2018-03-03 20:59:20.000,Off,0.0
571,REF007,2018-03-03 20:57:58.000,2018-03-03 20:59:20.000,PN029,0.0
572,Off,2018-03-03 20:59:20.000,2018-03-03 21:00:00.000,Off,0.0
573,REF007,2018-03-03 20:59:20.000,2018-03-03 21:00:00.000,PR000,1.0
574,Off,2018-03-03 21:00:00.000,2018-03-03 21:04:03.000,Off,0.0
575,REF007,2018-03-03 21:00:00.000,2018-03-03 21:04:03.000,PR000,10.0
576,Off,2018-03-03 21:04:03.000,2018-03-03 21:04:08.000,Off,0.0
577,REF007,2018-03-03 21:04:03.000,2018-03-03 21:04:08.000,PR000,0.0
578,Off,2018-03-03 21:04:08.000,2018-03-03 21:04:14.000,Off,0.0
579,REF007,2018-03-03 21:04:08.000,2018-03-03 21:04:14.000,PR000,1.0
580,Off,2018-03-03 21:04:14.000,2018-03-03 21:07:45.000,Off,0.0
581,REF007,2018-03-03 21:04:14.000,2018-03-03 21:07:45.000,PR000,7.0
582,Off,2018-03-03 21:07:45.000,2018-03-03 21:14:56.000,Off,0.0
583,REF007,2018-03-03 21:07:45.000,2018-03-03 21:14:56.000,PN020,0.0
584,Off,2018-03-03 21:14:56.000,2018-03-03 21:17:49.000,Off,0.0
585,REF007,2018-03-03 21:14:56.000,2018-03-03 21:17:49.000,PR000,5.0
586,Off,2018-03-03 21:17:49.000,2018-03-03 21:19:21.000,Off,0.0
587,REF007,2018-03-03 21:17:49.000,2018-03-03 21:19:21.000,PN020,0.0
588,Off,2018-03-03 21:19:21.000,2018-03-03 21:26:38.000,Off,0.0
589,REF007,2018-03-03 21:19:21.000,2018-03-03 21:26:38.000,PR000,18.0
590,Off,2018-03-03 21:26:38.000,2018-03-03 21:28:21.000,Off,0.0
591,REF007,2018-03-03 21:26:38.000,2018-03-03 21:28:21.000,FT001,0.0
592,Off,2018-03-03 21:28:21.000,2018-03-03 21:36:24.000,Off,0.0
593,REF007,2018-03-03 21:28:21.000,2018-03-03 21:36:24.000,PR000,19.0
594,Off,2018-03-03 21:36:24.000,2018-03-03 21:46:47.000,Off,0.0
595,REF007,2018-03-03 21:36:24.000,2018-03-03 21:46:47.000,PN020,0.0
596,Off,2018-03-03 21:46:47.000,2018-03-03 21:48:19.000,Off,0.0
597,REF007,2018-03-03 21:46:47.000,2018-03-03 21:48:19.000,PR000,2.0
598,Off,2018-03-03 21:48:19.000,2018-03-03 21:59:06.000,Off,0.0
599,REF007,2018-03-03 21:48:19.000,2018-03-03 21:59:06.000,PN020,0.0
600,Off,2018-03-03 21:59:06.000,2018-03-03 22:02:58.000,Off,0.0
601,REF007,2018-03-03 21:59:06.000,2018-03-03 22:02:58.000,PR000,9.0
602,Off,2018-03-03 22:02:58.000,2018-03-03 22:05:05.000,Off,0.0
603,REF007,2018-03-03 22:02:58.000,2018-03-03 22:05:05.000,FT001,0.0
604,Off,2018-03-03 22:05:05.000,2018-03-03 22:09:20.000,Off,0.0
605,REF007,2018-03-03 22:05:05.000,2018-03-03 22:09:20.000,PR000,10.0
606,Off,2018-03-03 22:09:20.000,2018-03-03 22:10:06.000,Off,0.0
607,REF007,2018-03-03 22:09:20.000,2018-03-03 22:10:06.000,FT001,0.0
608,Off,2018-03-03 22:10:06.000,2018-03-03 22:13:00.000,Off,0.0
609,REF007,2018-03-03 22:10:06.000,2018-03-03 22:13:00.000,PR000,5.0
610,Off,2018-03-03 22:13:00.000,2018-03-03 22:13:35.000,Off,0.0
611,REF007,2018-03-03 22:13:00.000,2018-03-03 22:13:35.000,FT001,0.0
612,Off,2018-03-03 22:13:35.000,2018-03-03 22:15:19.000,Off,0.0
613,REF007,2018-03-03 22:13:35.000,2018-03-03 22:15:19.000,PR000,2.0
614,Off,2018-03-03 22:15:19.000,2018-03-03 22:17:49.000,Off,0.0
615,REF007,2018-03-03 22:15:19.000,2018-03-03 22:17:49.000,FT001,0.0
616,Off,2018-03-03 22:17:49.000,2018-03-03 22:26:07.000,Off,0.0
617,REF007,2018-03-03 22:17:49.000,2018-03-03 22:26:07.000,PR000,20.0
618,Off,2018-03-03 22:26:07.000,2018-03-03 22:33:42.000,Off,0.0
619,REF007,2018-03-03 22:26:07.000,2018-03-03 22:33:42.000,PN020,0.0
620,Off,2018-03-03 22:33:42.000,2018-03-03 22:34:51.000,Off,0.0
621,REF007,2018-03-03 22:33:42.000,2018-03-03 22:34:51.000,PR000,1.0
622,Off,2018-03-03 22:34:51.000,2018-03-03 22:42:46.000,Off,0.0
623,REF007,2018-03-03 22:34:51.000,2018-03-03 22:42:46.000,PN020,0.0
624,Off,2018-03-03 22:42:46.000,2018-03-03 22:50:54.000,Off,0.0
625,REF007,2018-03-03 22:42:46.000,2018-03-03 22:50:54.000,PR000,13.0
626,Off,2018-03-03 22:50:54.000,2018-03-03 22:52:26.000,Off,0.0
627,REF007,2018-03-03 22:50:54.000,2018-03-03 22:52:26.000,FT001,0.0
628,Off,2018-03-03 22:52:26.000,2018-03-03 22:53:59.000,Off,0.0
629,REF007,2018-03-03 22:52:26.000,2018-03-03 22:53:59.000,PR000,2.0
630,Off,2018-03-03 22:53:59.000,2018-03-03 22:57:15.000,Off,0.0
631,REF007,2018-03-03 22:53:59.000,2018-03-03 22:57:15.000,PN020,0.0
632,Off,2018-03-03 22:57:15.000,2018-03-03 23:05:18.000,Off,0.0
633,REF007,2018-03-03 22:57:15.000,2018-03-03 23:05:18.000,PR000,20.0
634,Off,2018-03-03 23:05:18.000,2018-03-03 23:15:48.000,Off,0.0
635,REF007,2018-03-03 23:05:18.000,2018-03-03 23:15:48.000,PN020,0.0
636,Off,2018-03-03 23:15:48.000,2018-03-03 23:18:01.000,Off,0.0
637,REF007,2018-03-03 23:15:48.000,2018-03-03 23:18:01.000,PR000,4.0
638,Off,2018-03-03 23:18:01.000,2018-03-03 23:22:03.000,Off,0.0
639,REF007,2018-03-03 23:18:01.000,2018-03-03 23:22:03.000,PN020,0.0
640,Off,2018-03-03 23:22:03.000,2018-03-03 23:23:32.000,Off,0.0
641,REF007,2018-03-03 23:22:03.000,2018-03-03 23:23:32.000,PR000,2.0
642,Off,2018-03-03 23:23:32.000,2018-03-03 23:24:20.000,Off,0.0
643,REF007,2018-03-03 23:23:32.000,2018-03-03 23:24:20.000,FT001,0.0
644,Off,2018-03-03 23:24:20.000,2018-03-03 23:25:44.000,Off,0.0
