,V1,V2,V3,Hd1,Hd2,Hd3,I1,I2,I3,Q1,Q2,Q3,P1,P2,P3
2018-06-12 06:15:00+00:00,236.3986,236.9368,236.8529,3.596334522,3.396585095,4.109987898,70.22646,78.18787,33.58255,-5.232583,-4.066455,-5.068104,14.69003,17.30799,4.51441
2018-06-12 06:30:00+00:00,234.4856,235.2008,235.0121,3.663907484,3.576591107,4.084181931,67.34084,65.62724,34.09759,-5.821049,-4.661333,-5.441909,13.53182,13.81612,4.055933
2018-06-12 06:45:00+00:00,234.8295,235.5166,235.3812,3.676583417,3.571466881,4.144197495,66.51761,61.95443,32.0625,-6.221874,-4.766053,-5.522193,13.14046,12.93592,3.09105
2018-06-12 07:00:00+00:00,236.4369,236.9739,236.9401,3.805352744,3.403003749,4.113914156,59.8637,75.58865,33.11258,-5.945848,-4.327129,-5.652658,11.51617,16.64945,3.590456
2018-06-12 07:15:00+00:00,236.2576,236.7158,236.5959,3.880173347,3.325156517,3.941066724,55.67529,79.0666,40.65737,-6.175501,-3.76413,-5.106599,10.14545,17.69489,6.810871
2018-06-12 07:30:00+00:00,235.9102,236.6109,236.3725,4.001767361,3.762416817,4.283747239,51.76703,53.30113,28.81605,-6.359399,-4.066671,-5.2124,8.669894,10.91506,1.121272
2018-06-12 07:45:00+00:00,236.2842,237.0776,236.7352,3.713793749,3.970673162,4.241852801,67.10311,45.3908,29.30732,-6.206305,-4.165734,-5.372966,13.3491,8.581518,0.6386445
2018-06-12 08:00:00+00:00,236.0981,236.9495,236.6375,3.778692735,4.29775006,4.147727023,62.91796,36.37341,33.19405,-6.419673,-5.025906,-5.588139,12.05005,3.662621,-2.467645
2018-06-12 08:15:00+00:00,236.4922,237.2226,237.0305,3.666077197,3.68904544,4.201076837,67.82629,58.7864,30.13365,-6.114082,-4.521342,-5.042644,13.68331,12.20498,3.08797
2018-06-12 08:30:00+00:00,236.3434,237.1657,236.9618,3.513608384,3.65259351,4.455228536,81.60593,56.07191,25.9498,-5.785586,-3.662826,-4.341508,17.37491,11.85783,1.5286
2018-06-12 08:45:00+00:00,236.2896,236.9522,236.7897,3.58944109,3.596854622,4.350499073,75.98961,58.05708,26.77683,-6.423313,-3.444897,-4.751278,15.63459,12.5014,-0.5886149
2018-06-12 09:00:00+00:00,235.8012,236.5469,236.4113,3.706754244,3.742387756,4.264902335,71.61338,55.7962,28.51656,-6.316125,-3.905207,-5.288747,14.36099,11.59659,-0.2425596
2018-06-12 09:15:00+00:00,236.1594,236.7937,236.6741,4.039317816,4.022817232,4.369076898,54.24772,43.75863,27.28327,-6.696372,-3.956434,-5.001949,9.004255,8.197194,-0.3513269
2018-06-12 09:30:00+00:00,236.8362,237.4884,237.4433,4.112434613,4.098336417,4.239619973,48.98307,42.43996,35.24975,-6.431606,-4.850911,-4.904129,7.532676,6.766199,-4.972584
2018-06-12 09:45:00+00:00,237.5733,238.3327,238.3757,4.264017714,4.509917085,3.548578054,44.00787,32.29046,61.71881,-6.583289,-5.043566,-5.577139,5.294665,2.086244,-12.76291
2018-06-12 10:00:00+00:00,235.0167,235.8163,236.0113,4.165808423,4.598060673,3.03324239,47.90418,32.34845,88.20103,-6.729233,-4.660758,-6.005474,6.745667,1.890546,-19.49746
2018-06-12 10:15:00+00:00,236.1218,236.9065,236.8914,4.058408183,4.311877604,3.675793455,51.03937,35.25193,51.28645,-7.0939,-5.158312,-5.700345,7.735272,4.119126,-9.710077
2018-06-12 10:30:00+00:00,236.879,237.7827,237.7246,4.011912683,4.411583495,3.330216106,54.64441,33.13017,67.18483,-7.267737,-5.626099,-6.399925,8.660344,-1.593814,-13.9854
2018-06-12 10:45:00+00:00,237.0162,237.7838,237.5615,4.068626674,4.297016118,3.955940939,51.46495,34.53557,40.76986,-6.616973,-5.255142,-5.305307,8.262994,3.85972,-6.688662
2018-06-12 11:00:00+00:00,237.1107,237.9621,237.8589,4.266570748,4.147377301,3.153285444,44.27209,39.80635,86.18887,-7.297864,-5.856079,-6.319818,4.234482,-2.928803,-18.87643
2018-06-12 11:15:00+00:00,236.365,237.1114,237.1094,4.346226126,4.497592436,3.241788513,42.13104,32.30154,79.93588,-7.130482,-5.166639,-5.639846,3.345867,-1.689767,-17.50334
2018-06-12 11:30:00+00:00,235.6736,236.4154,236.2745,4.196571222,4.255903022,3.871339751,47.48729,36.62943,60.1026,-7.079214,-5.252478,-5.353004,5.782639,0.2107856,-11.35082
2018-06-12 11:45:00+00:00,235.8675,236.5399,236.3854,4.099861151,4.481281863,3.997607865,48.25443,32.45073,41.1125,-5.784063,-3.896584,-4.48022,7.655219,3.79956,-7.457748
2018-06-12 12:00:00+00:00,237.779,238.5027,238.3745,4.198385908,4.324012517,3.625895191,44.81618,36.37162,51.54652,-6.614006,-5.314294,-5.269798,6.014601,4.009379,-10.27255
2018-06-12 12:15:00+00:00,236.1448,236.9264,236.8629,4.225681549,4.384572516,3.301076449,45.51688,33.23238,66.95224,-7.234663,-5.684875,-6.291467,5.234133,0.6460693,-13.98677
2018-06-12 12:30:00+00:00,235.764,236.5636,236.4787,4.2557154,4.376165743,3.236408034,44.31917,35.28865,76.15939,-7.61835,-5.905727,-6.231696,3.953989,-2.519626,-16.26887
2018-06-12 12:45:00+00:00,235.931,236.7421,236.6238,4.189717164,4.39253003,3.517684764,47.08252,35.28451,62.14735,-7.210372,-6.019187,-6.055847,5.699499,0.3277812,-12.55789
2018-06-12 13:00:00+00:00,237.7283,238.3548,238.2661,4.22415044,4.530720956,3.707286746,48.16009,32.60759,50.01025,-7.77923,-5.458629,-5.867591,5.464011,1.480163,-9.381876
2018-06-12 13:15:00+00:00,235.9948,236.7341,236.6411,4.088228732,4.285054036,4.162689112,55.19143,37.2703,34.24414,-6.965261,-5.314538,-5.368659,8.845597,4.844644,-3.861418
2018-06-12 13:30:00+00:00,235.0092,235.6276,235.5328,4.151601795,4.120344775,4.274369317,50.35498,40.51382,32.04622,-6.884938,-5.081208,-5.155536,7.35672,6.413604,-2.389327
2018-06-12 13:45:00+00:00,237.064,237.5331,237.5561,3.957971803,3.667174343,4.2640924,57.6987,62.83633,31.06674,-7.019902,-4.589715,-5.375787,9.957165,13.20403,1.432678
2018-06-12 14:00:00+00:00,237.4895,238.0562,238.0687,4.019547917,3.884685107,4.122388464,54.39655,53.4016,36.24836,-7.10248,-4.462278,-5.395909,8.857224,10.61795,-4.866053
2018-06-12 14:15:00+00:00,237.634,238.2787,238.2047,3.940988428,4.028947895,4.249432945,59.48376,47.81691,33.37952,-7.58303,-4.504111,-5.635188,10.13739,8.943044,-1.304853
2018-06-12 14:30:00+00:00,236.0678,236.778,236.673,3.948369785,4.048517878,4.264282958,59.02552,47.56906,31.74091,-7.248896,-4.578616,-5.56169,10.12899,8.731358,-2.276485
2018-06-12 14:45:00+00:00,235.3488,236.0355,235.8613,4.044248446,3.998670683,4.312246668,55.48401,51.72207,31.25311,-6.820061,-4.810814,-5.500727,9.158294,9.696953,-1.308942
2018-06-12 15:00:00+00:00,235.1727,235.9831,235.6595,3.80137364,3.950395667,4.441654289,66.01632,54.56586,30.51639,-6.705737,-5.115678,-5.199157,12.55667,10.32832,0.9870222
2018-06-12 15:15:00+00:00,235.7464,236.7767,236.3769,3.608843059,3.89288626,3.988559697,76.22063,57.70803,42.45602,-6.926862,-5.266425,-5.665337,15.43217,11.17109,6.735462
2018-06-12 15:30:00+00:00,234.8084,235.9387,235.6274,3.473738174,3.783795693,3.645149329,88.22338,65.71098,59.46787,-7.21984,-5.10808,-5.806211,18.40615,13.357,11.74419
2018-06-12 15:45:00+00:00,233.4978,234.5081,234.1255,3.343152928,3.385940925,3.311938754,98.0616,86.17923,81.2719,-7.512211,-5.400397,-6.489213,20.7443,18.67161,17.19385
2018-06-12 16:00:00+00:00,235.5759,236.508,236.319,3.424317376,3.564132225,3.587566846,94.25317,72.99268,61.37425,-8.152598,-5.251495,-6.445053,19.6481,15.4778,12.075
2018-06-12 16:15:00+00:00,235.6529,236.4751,236.0955,3.457379838,3.466556504,3.372577718,94.68981,76.13315,75.00567,-8.785711,-5.664833,-6.420965,19.42422,16.2471,15.7749
2018-06-12 16:30:00+00:00,235.0894,235.8283,235.6075,3.496406344,3.273301508,3.402183562,91.08543,94.96154,74.58601,-8.02989,-5.513989,-7.121647,18.72077,20.97598,15.29488
2018-06-12 16:45:00+00:00,235.6552,236.3546,235.9678,3.461261533,3.323742379,3.185372814,93.84098,92.62032,89.91331,-8.424633,-5.21824,-6.842104,19.34838,20.50192,19.45232
2018-06-12 17:00:00+00:00,234.9851,235.6958,235.357,3.614301371,3.24936856,3.23970185,83.47342,99.86051,89.55844,-8.385643,-4.912222,-6.970986,16.42789,22.31974,19.2163
2018-06-12 17:15:00+00:00,235.8359,236.418,236.2475,3.628060407,3.057540665,3.276401438,81.1502,119.1911,84.95771,-7.971959,-4.616823,-6.891167,16.09503,27.20625,18.15971
2018-06-12 17:30:00+00:00,235.8696,236.6591,236.4039,3.413584345,3.233951218,3.461980422,97.8259,102.2079,70.81399,-7.485447,-4.822087,-6.550734,20.80525,22.98995,14.57546
2018-06-12 17:45:00+00:00,236.1536,237.0448,236.654,3.409274011,3.23944365,3.24603836,98.60995,102.2744,86.12753,-7.469155,-4.796607,-6.839801,21.03438,23.04212,18.53553
2018-06-12 18:00:00+00:00,233.9554,234.9723,234.3706,3.418897473,3.350441837,3.134378811,99.50977,91.00268,93.05142,-7.562588,-5.233272,-6.38202,20.99745,19.94102,20.27583
2018-06-12 18:15:00+00:00,234.3956,235.3177,234.7836,3.521122714,3.399708607,3.159834699,92.11263,83.36415,90.22486,-7.618687,-5.324298,-6.444848,19.0181,18.06587,19.58724
2018-06-12 18:30:00+00:00,235.8629,236.6472,236.2043,3.553051713,3.264933115,3.137235308,88.07133,98.45455,88.19755,-7.698415,-5.439351,-6.507937,18.0884,21.91448,19.2411
2018-06-12 18:45:00+00:00,235.1884,235.9195,235.584,3.539795749,3.224021364,3.39559304,87.14494,96.14905,70.7419,-7.744026,-5.105812,-6.381814,17.79912,21.41995,14.63491
2018-06-12 19:00:00+00:00,234.6376,235.509,235.0448,3.371950154,3.388244859,3.340086934,103.4467,81.19218,70.25272,-8.050605,-4.934534,-6.344458,21.90296,17.68297,14.57753
2018-06-12 19:15:00+00:00,234.9082,235.6352,235.2388,3.528869727,3.492997469,3.325566096,89.53464,78.31903,70.11005,-8.325484,-4.893379,-6.436454,18.13041,16.8861,14.54211
2018-06-12 19:30:00+00:00,235.2667,235.9562,235.8125,3.508454697,3.390241923,3.411863628,90.62664,85.93099,65.96476,-8.195705,-4.974723,-6.811372,18.54145,18.82683,13.24852
2018-06-12 19:45:00+00:00,235.9178,236.5794,236.4581,3.472386861,3.221932349,3.591410496,95.80111,96.96712,58.91562,-8.151749,-5.022104,-6.943492,19.94858,21.70663,11.12842
2018-06-12 20:00:00+00:00,236.0621,236.808,236.557,3.476453266,3.425398491,3.41298925,92.9456,84.20483,67.68302,-8.586481,-5.404087,-6.965438,19.07573,18.32523,13.64319
2018-06-12 20:15:00+00:00,235.9308,236.6664,236.2125,3.418236717,3.342780883,3.327118024,93.89483,91.91079,68.23708,-8.775389,-5.789618,-6.837981,19.31642,20.15015,13.95692
2018-06-12 20:30:00+00:00,235.24,236.0084,235.5111,3.398567928,3.304998474,3.225688963,94.0744,93.0879,72.85105,-8.169531,-5.297102,-5.738603,19.58675,20.55473,15.63284
2018-06-12 20:45:00+00:00,234.8866,235.549,235.0929,3.466943923,3.400134817,3.164363038,87.56875,85.36598,79.98724,-8.319096,-5.525378,-5.800977,17.7498,18.49105,17.36068
2018-06-12 21:00:00+00:00,235.718,236.3162,235.8341,3.441901609,3.489463416,3.42877915,85.19996,79.45775,61.19781,-8.162893,-5.081345,-5.155612,17.38198,17.15874,12.8236
2018-06-12 21:15:00+00:00,236.3935,237.0562,236.5126,3.440461043,3.45717877,3.201870043,82.11523,77.95106,71.22835,-7.507731,-5.154734,-5.143132,16.97043,16.88897,15.5533
2018-06-12 21:30:00+00:00,235.1326,235.8286,235.3762,3.406250261,3.508854957,3.383769053,84.04243,73.51923,58.69702,-7.530143,-5.3774,-5.344819,17.38061,15.58808,12.13542
2018-06-12 21:45:00+00:00,236.2707,236.7766,236.4092,3.571220005,3.373351595,3.379947868,72.71579,84.81197,59.4107,-7.648396,-5.344253,-5.256976,14.31924,18.57094,12.43392
2018-06-12 22:00:00+00:00,235.6429,236.1872,235.8168,3.60430964,3.528833347,3.491805616,69.18368,69.9417,55.1046,-7.446043,-5.624624,-5.236368,13.41174,14.6229,11.20166
2018-06-12 22:15:00+00:00,235.441,236.0145,235.6561,3.477464973,3.580991302,3.52883276,77.35442,65.3026,51.05963,-7.904727,-5.507689,-5.323479,15.44755,13.47241,10.09903
2018-06-12 22:30:00+00:00,234.8881,235.2957,235.0282,3.685352743,3.451201095,3.577142541,64.99402,71.61395,49.1773,-7.41576,-5.290952,-5.200086,12.12786,15.19626,9.585712
2018-06-12 22:45:00+00:00,235.5008,235.9796,235.5705,3.706433968,3.560055251,3.37506762,63.98051,65.73805,56.65164,-7.642706,-5.809802,-5.348341,11.73267,13.47231,11.65267
2018-06-12 23:00:00+00:00,234.816,235.379,234.8712,3.689629922,3.565444916,3.463089592,66.18269,64.71161,51.73273,-7.831462,-5.813933,-4.937077,12.15853,13.17133,10.48326
2018-06-12 23:15:00+00:00,235.3793,235.9547,235.5173,3.747678882,3.68709887,3.61621494,62.27927,59.2739,44.62125,-7.61676,-5.709996,-5.369812,11.19265,11.72423,8.286331
2018-06-12 23:30:00+00:00,236.2384,236.8161,236.3891,3.740921468,3.683309219,3.647514864,61.92802,57.08474,43.00495,-7.50203,-5.745818,-5.129638,11.23823,11.22161,8.018804
2018-06-12 23:45:00+00:00,236.4653,236.9943,236.5711,3.810750124,3.633616449,3.626019257,58.88516,55.45926,43.98683,-7.847217,-5.625927,-4.891603,10.02542,10.96708,8.442866
2018-06-13 00:00:00+00:00,235.9738,236.4299,236.0554,3.757234822,3.602266543,3.634085302,58.87086,58.92217,43.00134,-7.850073,-5.417892,-5.155923,10.11029,11.94079,8.002518
2018-06-13 00:15:00+00:00,234.1244,234.6568,234.2776,3.78595149,3.644269565,3.64465036,56.66776,56.27171,43.52631,-7.419947,-5.580077,-5.316978,9.67201,11.04949,7.930705
2018-06-13 00:30:00+00:00,234.3145,234.8396,234.4783,3.799139149,3.600529818,3.658037441,55.30058,58.59845,43.45832,-7.409654,-5.777003,-5.411905,9.286236,11.60326,7.841435
2018-06-13 00:45:00+00:00,234.4634,234.9893,234.5846,3.814993909,3.601131806,3.657990515,55.90641,57.82866,42.57856,-7.486131,-5.96873,-5.362445,9.35568,11.3106,7.645323
2018-06-13 01:00:00+00:00,234.5011,234.9709,234.6178,3.78310541,3.648019698,3.636297962,56.15908,56.50222,42.02183,-7.591472,-5.653881,-5.285806,9.403162,11.06819,7.570692
2018-06-13 01:15:00+00:00,234.7411,235.1835,234.8203,3.757278249,3.587083688,3.602516776,58.54784,58.10394,41.64607,-7.703706,-5.505388,-5.279576,10.0395,11.65082,7.535118
2018-06-13 01:30:00+00:00,235.2366,235.7154,235.3544,3.694756152,3.630639986,3.610841153,61.64548,55.39214,41.47847,-7.238873,-5.52811,-4.970189,11.365,10.93573,7.715122
2018-06-13 01:45:00+00:00,235.6636,236.1296,235.7062,3.768128847,3.657746308,3.552978399,54.95271,53.99144,42.55452,-7.600235,-5.853228,-5.090672,9.168365,10.38536,7.990595
2018-06-13 02:00:00+00:00,235.9755,236.3948,235.9669,3.797132333,3.613152711,3.559948037,54.40453,55.00808,41.97408,-8.021429,-5.911468,-5.099179,8.604765,10.68838,7.8441
2018-06-13 02:15:00+00:00,235.8957,236.3428,235.9662,3.798119435,3.591017697,3.603589504,53.14691,54.07121,40.94533,-7.571606,-5.610894,-5.201648,8.638053,10.6519,7.444553
2018-06-13 02:30:00+00:00,235.846,236.2622,235.88,3.731373171,3.598583233,3.555828803,56.29614,53.75896,41.19464,-7.368065,-5.471058,-5.336399,9.812787,10.63157,7.466854
2018-06-13 02:45:00+00:00,235.851,236.2218,235.8763,3.740135385,3.587875546,3.564120613,56.58015,54.49964,41.16105,-7.794322,-5.514368,-5.396585,9.536149,10.8111,7.406704
2018-06-13 03:00:00+00:00,235.6625,236.0307,235.668,3.785874123,3.56824821,3.606142203,52.93462,57.11283,40.95117,-7.509934,-5.59231,-5.096706,8.637465,11.44268,7.492197
2018-06-13 03:15:00+00:00,235.1658,235.5917,235.2216,3.748709407,3.658168411,3.606636056,53.54217,53.62486,41.28922,-7.348721,-5.553391,-5.055241,8.986728,10.41332,7.591201
2018-06-13 03:30:00+00:00,235.4713,235.8685,235.6284,3.818663083,3.688446861,3.670273431,52.03787,51.48974,41.69799,-7.20366,-5.621891,-5.233092,8.545513,9.818605,7.514476
2018-06-13 03:45:00+00:00,234.7835,235.1846,234.9206,3.843932156,3.600014087,3.634733674,51.75956,55.28206,42.23582,-7.172763,-5.46793,-4.974716,8.392749,10.93798,7.83853
2018-06-13 04:00:00+00:00,234.2921,234.6367,234.3905,3.815808757,3.508721455,3.457698061,53.12563,60.01614,48.23582,-7.290864,-5.45834,-5.024274,8.718105,12.22471,9.531898
2018-06-13 04:15:00+00:00,234.3698,234.7191,234.4352,3.850114622,3.639593354,3.700596787,52.71316,53.31893,40.54982,-7.432847,-5.694949,-5.455663,8.408818,10.26477,6.952581
2018-06-13 04:30:00+00:00,236.3572,236.7294,236.4651,3.841841499,3.60123797,3.672310443,53.80528,55.67052,44.95473,-7.87553,-6.15496,-6.479807,8.478277,10.77393,7.493736
2018-06-13 04:45:00+00:00,236.3944,236.8055,236.4924,3.839528224,3.593726662,3.725565949,56.78164,55.26281,43.24036,-7.991722,-6.314059,-6.443982,9.240988,10.59384,6.948285
2018-06-13 05:00:00+00:00,235.3445,235.6922,235.5415,3.875624753,3.563652342,3.775569175,56.63032,61.95221,42.41918,-7.520405,-5.394843,-6.14465,9.418755,12.70634,6.828127
2018-06-13 05:15:00+00:00,235.0044,235.3425,235.1756,3.8532532,3.66108782,3.657086884,59.38197,60.01665,49.75881,-7.548886,-5.46629,-5.947978,10.18037,12.01961,9.141412
2018-06-13 05:30:00+00:00,234.9269,235.3352,235.2117,3.775078022,3.525019921,3.620698842,63.07665,64.71806,52.14771,-7.547871,-5.664538,-6.405912,11.34099,13.30714,9.56137
2018-06-13 05:45:00+00:00,234.9223,235.4694,235.2747,3.706530012,3.568591127,3.783178441,69.38197,61.63134,45.54872,-6.933351,-5.627581,-5.859356,13.4538,12.4914,7.870352
2018-06-13 06:00:00+00:00,235.6555,236.1963,235.9792,3.663094871,3.647570101,3.919068726,72.62716,59.07919,40.56054,-7.026018,-5.006955,-5.66608,14.33696,12.0454,6.388462
2018-06-13 06:15:00+00:00,235.8728,236.3205,236.179,3.711433684,3.500463665,3.863527688,67.54698,69.52233,43.1722,-7.170553,-5.372761,-5.478788,12.90933,14.68508,7.422574
2018-06-13 06:30:00+00:00,236.4375,236.8871,236.762,3.875027846,3.52892048,4.052793656,59.75173,68.21521,36.8322,-6.35598,-4.903216,-4.976755,11.03401,14.52643,5.603684
2018-06-13 06:45:00+00:00,236.2625,236.7547,236.6348,3.830687346,3.964711846,4.421577341,59.86317,48.07305,28.58345,-6.275535,-5.010432,-4.945957,11.27964,8.769887,1.493316
2018-06-13 07:00:00+00:00,236.1915,236.8564,236.6251,3.829337024,4.20726498,4.488831295,61.35801,38.0689,27.49854,-6.455359,-4.631855,-4.690183,11.54175,5.954175,1.057723
2018-06-13 07:15:00+00:00,236.4893,237.126,236.9371,4.005591488,4.253605022,4.320170646,51.94649,37.65444,29.19836,-5.619348,-4.670225,-4.985371,9.259374,5.633673,1.938283
2018-06-13 07:30:00+00:00,236.2514,236.9273,236.6682,4.056624003,4.495711618,4.43088882,51.04948,33.47588,28.76692,-6.09513,-4.825825,-4.836678,8.571947,2.759454,-1.077773
2018-06-13 07:45:00+00:00,236.1479,237.0225,236.781,3.805276641,4.540912479,4.12706535,66.5806,33.54081,34.75068,-5.86919,-5.055235,-5.605283,13.14336,2.785623,-4.022144
2018-06-13 08:00:00+00:00,236.7073,237.5729,237.3999,3.727961937,4.563230275,4.146173596,69.31746,31.92396,35.83257,-5.798028,-4.774805,-5.867622,14.05811,2.386507,-3.989632
2018-06-13 08:15:00+00:00,236.8274,237.5199,237.3504,3.873840649,3.933880187,4.234915163,62.2619,52.45633,32.07789,-5.932154,-5.12873,-5.670477,11.98259,9.523433,1.321113
2018-06-13 08:30:00+00:00,236.0188,236.7052,236.5878,3.867919382,3.870527034,4.419450663,59.9586,50.77544,27.69695,-5.289386,-4.153148,-4.899102,11.65572,10.01668,-0.07393075
2018-06-13 08:45:00+00:00,235.3779,236.1838,236.1046,3.682583929,3.847625914,4.308280924,68.5112,53.04602,31.30704,-4.775502,-4.550267,-5.070351,14.22495,10.43663,-2.436394
2018-06-13 09:00:00+00:00,236.2065,236.9476,237.205,4.003039252,4.03321622,3.364560714,52.65451,53.51131,66.01951,-5.735005,-5.049121,-6.087224,9.283878,9.933303,-13.78427
2018-06-13 09:15:00+00:00,234.9214,235.7204,236.0105,4.008576049,4.242902058,3.366214211,54.34429,44.81193,69.6286,-5.916847,-5.034118,-6.107815,9.562558,7.139892,-14.56907
2018-06-13 09:30:00+00:00,234.9641,235.6619,235.7258,3.971809441,4.137421133,3.955835085,57.59729,44.53539,41.91026,-6.186738,-4.867279,-5.523934,10.28648,7.45652,-6.840246
2018-06-13 09:45:00+00:00,235.1415,235.7069,235.7395,3.809361511,3.734880255,4.219316658,65.64584,66.73813,32.60006,-6.531786,-4.304404,-5.671719,12.55074,13.89439,-0.7429572
2018-06-13 10:00:00+00:00,236.8828,237.6209,237.4905,3.519848485,3.798372668,4.178546301,87.24498,53.51909,31.72254,-6.482674,-4.582595,-5.681503,18.49932,10.71483,2.754091
2018-06-13 10:15:00+00:00,235.9392,236.5472,236.5157,3.681482917,3.739629839,4.182506527,75.93682,54.56881,32.45023,-6.800871,-4.471947,-5.886207,15.27372,11.08149,0.3356838
2018-06-13 10:30:00+00:00,236.3931,237.1252,237.2067,3.96289348,4.249023817,3.639509047,60.91546,39.53011,52.48016,-6.551031,-4.338811,-6.142286,11.01743,6.341651,-9.906618
2018-06-13 10:45:00+00:00,236.8667,237.5315,237.5856,4.20218919,4.557084479,3.516226109,46.68768,33.51207,57.58603,-7.003628,-4.599344,-6.456585,6.077812,3.383493,-11.29819
2018-06-13 11:00:00+00:00,236.8938,237.7128,237.6963,3.938688305,4.397601342,3.82411661,55.41795,35.22151,45.50109,-6.842043,-4.416221,-5.916088,9.565862,4.808188,-7.835226
2018-06-13 11:15:00+00:00,236.8916,237.4833,237.4231,3.984803468,4.001571528,4.225969722,53.52265,46.00434,31.98721,-6.645822,-4.385002,-5.025432,9.05312,8.567544,-3.717975
2018-06-13 11:30:00+00:00,236.7974,237.3415,237.2673,4.12337507,4.10878562,4.047470087,48.46419,44.28928,37.06402,-6.6667,-4.314708,-5.473886,7.188335,7.88818,-5.234347
2018-06-13 11:45:00+00:00,237.2688,237.8729,237.7335,4.171954004,3.890345742,3.850012061,48.65466,61.25223,44.24784,-6.682033,-4.920693,-6.02958,6.997152,11.96384,-2.181945
2018-06-13 12:00:00+00:00,236.62,237.0224,236.9552,3.859706872,3.143137108,3.900598999,61.0778,99.35445,42.34361,-6.716769,-4.662756,-5.686694,11.26925,22.49393,6.891989
2018-06-13 12:15:00+00:00,236.9058,237.4834,237.6495,3.915800263,3.400897003,3.909326974,58.42971,76.67268,51.64016,-6.71254,-4.983593,-5.945553,10.3897,16.72111,-8.406199
2018-06-13 12:30:00+00:00,237.57,238.1222,238.5544,4.061696535,3.957637275,3.209969077,54.28233,53.65798,85.1022,-5.922122,-4.376791,-6.139876,9.232455,10.41059,-18.68522
2018-06-13 12:45:00+00:00,237.2264,237.8355,238.0439,3.848953485,3.859950249,4.129972612,59.57757,58.97526,34.55103,-4.986282,-4.004056,-5.868534,11.8527,12.125,-2.85843
2018-06-13 13:00:00+00:00,237.4303,238.3042,238.6569,4.255895081,4.394279264,3.158484001,45.89985,37.64458,95.28854,-5.509105,-5.650372,-7.066048,6.879206,1.84543,-20.88972
2018-06-13 13:15:00+00:00,237.5615,238.2092,238.315,4.165027605,4.215315253,3.951474461,48.50948,43.66084,43.89843,-5.594433,-4.6634,-6.069487,7.914449,6.583263,-6.761853
2018-06-13 13:30:00+00:00,236.1177,236.6656,236.7679,3.97791355,3.797418114,4.324153318,54.6009,61.71476,29.43297,-5.343012,-4.407971,-5.574402,10.06301,12.65959,-0.08687101
2018-06-13 13:45:00+00:00,236.3376,236.9433,236.9237,3.882579571,3.551389092,3.937436139,61.85512,66.27406,39.81173,-5.638899,-5.105915,-5.845346,11.95472,13.97486,5.932903
2018-06-13 14:00:00+00:00,236.7755,237.3148,237.1209,3.945677293,3.621573373,3.839254444,62.3483,63.74208,44.4197,-6.489999,-4.836076,-5.466931,11.43241,13.38678,7.812316
2018-06-13 14:15:00+00:00,235.9107,236.5999,236.3616,3.989264378,3.73393599,4.225826815,57.46106,59.80081,30.10451,-6.238361,-5.597475,-4.887985,10.19631,11.83254,2.534717
2018-06-13 14:30:00+00:00,235.722,236.4353,236.3179,4.056605138,3.792975696,4.178247962,51.09104,55.12772,35.0942,-6.77708,-5.519894,-5.601236,7.9573,10.61026,-2.099372
2018-06-13 14:45:00+00:00,236.0822,236.8139,236.4996,3.911137213,3.655195206,4.023254672,61.57407,65.49371,39.21042,-7.110927,-6.061315,-6.020228,10.95004,13.2011,5.400665
2018-06-13 15:00:00+00:00,236.1177,236.9334,236.6423,3.570070298,3.428427585,3.823963734,83.65105,84.07302,47.24112,-7.482185,-6.349372,-5.966035,17.09873,18.00707,8.25669
2018-06-13 15:15:00+00:00,236.1824,237.0713,236.6929,3.589976378,3.711510186,3.899424172,80.57838,69.89901,50.33154,-7.686622,-6.012888,-5.353058,16.17313,14.1788,7.396683
2018-06-13 15:30:00+00:00,235.0388,235.9114,235.5276,3.392329511,3.572192536,3.520780278,97.21252,77.80636,65.16785,-7.977352,-5.659383,-5.107621,20.44413,16.41258,13.65499
2018-06-13 15:45:00+00:00,235.787,236.5629,236.4042,3.674340778,3.415376383,3.675473748,82.12829,89.18619,55.80773,-7.635516,-5.614081,-6.458172,16.38219,19.45243,10.48009
2018-06-13 16:00:00+00:00,236.7323,237.4714,237.2834,3.75769491,3.408629693,3.642965612,74.01629,88.68781,61.01301,-7.307823,-5.314517,-5.972919,14.4058,19.51258,12.10394
2018-06-13 16:15:00+00:00,235.0886,235.845,235.4348,3.730754334,3.647255836,3.471447063,75.29794,71.93754,65.70994,-7.653848,-5.791548,-6.066795,14.47961,14.81868,13.44689
2018-06-13 16:30:00+00:00,235.4391,235.9813,235.7261,3.705411051,3.472395553,3.719083437,76.05401,85.1371,56.49768,-7.541975,-5.481678,-5.937248,14.84432,18.3868,10.7971
2018-06-13 16:45:00+00:00,235.9648,236.5692,236.526,3.797994812,3.24785815,4.11915603,74.89588,93.87184,41.59474,-7.283191,-5.458105,-6.172245,14.41235,20.82594,3.299136
2018-06-13 17:00:00+00:00,236.4689,237.1879,236.9642,3.936823124,3.509586207,4.023580838,65.29582,79.2296,44.71339,-7.305394,-5.880639,-6.276601,11.65599,16.86524,4.44895
2018-06-13 17:15:00+00:00,235.6894,236.4321,236.1256,3.797647084,3.37731649,3.734893865,73.4212,93.43784,52.38703,-6.971176,-6.795572,-6.349216,14.27067,20.1218,9.426579
2018-06-13 17:30:00+00:00,234.8448,235.5546,235.2502,3.823506496,3.430772365,3.842413086,70.22992,92.46657,48.3479,-7.122389,-6.861805,-6.315734,13.28906,19.70586,8.140338
