Task,Start,Finish,Status,Amount
Change,2019-04-03T22:00:00,2019-04-03T22:42:00,Change,0
REF006,2019-04-03T22:42:00,2019-04-04T05:59:46.954166,REF006,1184.0
Idle,2019-04-04T05:59:46.954166,2019-04-04T06:00:00,Idle,0
REF006,2019-04-04T06:00:00,2019-04-04T12:32:40.393010,REF006,1062.0
Change,2019-04-04T12:32:40.393010,2019-04-04T13:14:40.393010,Change,0
REF013,2019-04-04T13:14:40.393010,2019-04-04T16:59:50.875548,REF013,575.0
Idle,2019-04-04T16:59:50.875548,2019-04-04T17:00:00,Idle,0
Change,2019-04-04T17:00:00,2019-04-04T17:42:00,Change,0
REF008,2019-04-04T17:42:00,2019-04-04T21:59:36.763569,REF008,623.0
Idle,2019-04-04T21:59:36.763569,2019-04-04T22:00:00,Idle,0
Change,2019-04-04T22:00:00,2019-04-04T22:42:00,Change,0
REF013,2019-04-04T22:42:00,2019-04-05T05:59:49.077351,REF013,1118.0
Idle,2019-04-05T05:59:49.077351,2019-04-05T06:00:00,Idle,0
REF013,2019-04-05T06:00:00,2019-04-05T13:11:56.629981,REF013,1103.0
Change,2019-04-05T13:11:56.629981,2019-04-05T13:53:56.629981,Change,0
REF008,2019-04-05T13:53:56.629981,2019-04-05T16:59:36.416245,REF008,449.0
Idle,2019-04-05T16:59:36.416245,2019-04-05T17:00:00,Idle,0
Change,2019-04-05T17:00:00,2019-04-05T17:42:00,Change,0
REF011,2019-04-05T17:42:00,2019-04-05T21:59:43.178136,REF011,617.0
Idle,2019-04-05T21:59:43.178136,2019-04-05T22:00:00,Idle,0
Change,2019-04-05T22:00:00,2019-04-05T22:42:00,Change,0
REF008,2019-04-05T22:42:00,2019-04-06T05:43:21.608471,REF008,1019.0
Idle,2019-04-06T05:43:21.608471,2019-04-06T06:00:00,Idle,0
Change,2019-04-06T06:00:00,2019-04-06T06:42:00,Change,0
REF011,2019-04-06T06:42:00,2019-04-06T16:39:18.484172,REF011,1430.0
Change,2019-04-06T16:39:18.484172,2019-04-06T17:21:18.484172,Change,0
REF000REF011,2019-04-06T17:21:18.484172,2019-04-06T21:59:39.515748,REF000REF011,791.0
Idle,2019-04-06T21:59:39.515748,2019-04-06T22:00:00,Idle,0
Change,2019-04-06T22:00:00,2019-04-06T22:42:00,Change,0
REF006REF016,2019-04-06T22:42:00,2019-04-06T23:59:52.737069,REF006REF016,197.0
Idle,2019-04-06T23:59:52.737069,2019-04-07T00:00:00,Idle,0
Change,2019-04-07T00:00:00,2019-04-07T00:42:00,Change,0
REF000REF011,2019-04-07T00:42:00,2019-04-07T02:59:14.389778,REF000REF011,390.0
Change,2019-04-07T02:59:14.389778,2019-04-07T03:41:14.389778,Change,0
REF006REF016,2019-04-07T03:41:14.389778,2019-04-07T15:58:54.934811,REF006REF016,1866.0
Change,2019-04-07T15:58:54.934811,2019-04-07T16:40:54.934811,Change,0
REF004REF013,2019-04-07T16:40:54.934811,2019-04-07T23:59:47.654538,REF004REF013,788.0
Idle,2019-04-07T23:59:47.654538,2019-04-07T23:59:59.999999,Idle,0
REF004REF013,2019-04-07T23:59:59.999999,2019-04-08T05:59:47.483430,REF004REF013,646.0
Idle,2019-04-08T05:59:47.483430,2019-04-08T05:59:59.999999,Idle,0
