Task,Start,Finish,Status,Amount
Idle,2019-04-05T16:59:54.352131,2019-04-05T17:00:00,Idle,0
Change,2019-04-05T17:00:00,2019-04-05T17:42:00,Change,0
REF015,2019-04-05T17:42:00,2019-04-05T21:59:59.245022,REF015,826.0
Idle,2019-04-05T21:59:59.245022,2019-04-05T22:00:00,Idle,0
Change,2019-04-05T22:00:00,2019-04-05T22:42:00,Change,0
REF001,2019-04-05T22:42:00,2019-04-06T05:41:56.825569,REF001,1115.0
Idle,2019-04-06T05:41:56.825569,2019-04-06T06:00:00,Idle,0
Change,2019-04-06T06:00:00,2019-04-06T06:42:00,Change,0
REF002REF008,2019-04-06T06:42:00,2019-04-06T13:14:19.971817,REF002REF008,948
Change,2019-04-06T13:14:19.971817,2019-04-06T13:56:19.971817,Change,0
REF015,2019-04-06T13:56:19.971817,2019-04-06T21:59:49.501229,REF015,1548.0
Idle,2019-04-06T21:59:49.501229,2019-04-06T22:00:00,Idle,0
REF015,2019-04-06T22:00:00,2019-04-06T23:59:56.162335,REF015,384.0
Idle,2019-04-06T23:59:56.162335,2019-04-07T00:00:00,Idle,0
REF015,2019-04-07T00:00:00,2019-04-07T02:07:07.182475,REF015,407.0
Change,2019-04-07T02:07:07.182475,2019-04-07T02:49:07.182475,Change,0
REF006REF014,2019-04-07T02:49:07.182475,2019-04-07T13:04:02.753150,REF006REF014,1912
Change,2019-04-07T13:04:02.753150,2019-04-07T13:46:02.753150,Change,0
REF004REF011,2019-04-07T13:46:02.753150,2019-04-07T23:59:50.316291,REF004REF011,1338.0
Idle,2019-04-07T23:59:50.316291,2019-04-08T00:00:00.000001,Idle,0
REF004REF011,2019-04-08T00:00:00.000001,2019-04-08T05:21:34.560361,REF004REF011,701.0
Idle,2019-04-08T05:21:34.560361,2019-04-08T06:00:00.000001,Idle,0
