Task,Start,Finish,Status,Amount
Change,2019-04-01T06:00:00,2019-04-01T06:42:00,Change,0
REF000REF005,2019-04-01T06:42:00,2019-04-01T13:13:29.368345,REF000REF005,802
Change,2019-04-01T13:13:29.368345,2019-04-01T13:55:29.368345,Change,0
REF005,2019-04-01T13:55:29.368345,2019-04-01T16:59:44.969866,REF005,401.0
Idle,2019-04-01T16:59:44.969866,2019-04-01T17:00:00,Idle,0
REF005,2019-04-01T17:00:00,2019-04-01T21:59:35.691251,REF005,652.0
Idle,2019-04-01T21:59:35.691251,2019-04-01T22:00:00,Idle,0
REF005,2019-04-01T22:00:00,2019-04-02T05:59:43.162065,REF005,1044.0
Idle,2019-04-02T05:59:43.162065,2019-04-02T06:00:00,Idle,0
REF005,2019-04-02T06:00:00,2019-04-02T16:59:50.632878,REF005,1436.0
Idle,2019-04-02T16:59:50.632878,2019-04-02T17:00:00,Idle,0
REF005,2019-04-02T17:00:00,2019-04-02T18:06:10.091319,REF005,144.0
Change,2019-04-02T18:06:10.091319,2019-04-02T18:48:10.091319,Change,0
REF006,2019-04-02T18:48:10.091319,2019-04-02T21:59:41.883766,REF006,518.0
Idle,2019-04-02T21:59:41.883766,2019-04-02T21:59:59.999999,Idle,0
REF006,2019-04-02T21:59:59.999999,2019-04-03T05:59:56.035900,REF006,1298.0
Idle,2019-04-03T05:59:56.035900,2019-04-03T05:59:59.999999,Idle,0
REF006,2019-04-03T05:59:59.999999,2019-04-03T15:19:25.795314,REF006,1513.0
Change,2019-04-03T15:19:25.795314,2019-04-03T16:01:25.795314,Change,0
REF002REF006,2019-04-03T16:01:25.795314,2019-04-03T16:59:52.349941,REF002REF006,124.0
Idle,2019-04-03T16:59:52.349941,2019-04-03T16:59:59.999999,Idle,0
REF002REF006,2019-04-03T16:59:59.999999,2019-04-03T21:59:45.231797,REF002REF006,636.0
Idle,2019-04-03T21:59:45.231797,2019-04-03T21:59:59.999999,Idle,0
REF002REF006,2019-04-03T21:59:59.999999,2019-04-03T22:12:43.523990,REF002REF006,27.0
Idle,2019-04-03T22:12:43.523990,2019-04-04T05:59:59.999999,Idle,0
Off,2019-04-04T05:59:59.999999,2019-04-08T03:00:00,Off,0
Warmup,2019-04-08T03:00:00,2019-04-08T06:00:00,Warmup,0
