Task,Start,Finish,Status,Amount
Idle,2019-04-03T05:59:55.696073,2019-04-03T06:00:00.000001,Idle,0
REF012,2019-04-03T06:00:00.000001,2019-04-03T10:32:16.368983,REF012,488.0
Change,2019-04-03T10:32:16.368983,2019-04-03T11:14:16.368983,Change,0
REF015,2019-04-03T11:14:16.368983,2019-04-03T16:59:42.815707,REF015,1106.0
Idle,2019-04-03T16:59:42.815707,2019-04-03T17:00:00.000001,Idle,0
REF015,2019-04-03T17:00:00.000001,2019-04-03T21:59:50.405838,REF015,960.0
Idle,2019-04-03T21:59:50.405838,2019-04-03T22:00:00.000001,Idle,0
Change,2019-04-03T22:00:00.000001,2019-04-03T22:42:00.000001,Change,0
REF000REF009,2019-04-03T22:42:00.000001,2019-04-04T03:03:26.360909,REF000REF009,789
Change,2019-04-04T03:03:26.360909,2019-04-04T03:45:26.360909,Change,0
REF015,2019-04-04T03:45:26.360909,2019-04-04T05:59:44.563523,REF015,430.0
Idle,2019-04-04T05:59:44.563523,2019-04-04T06:00:00,Idle,0
REF015,2019-04-04T06:00:00,2019-04-04T12:08:33.207174,REF015,1180.0
Change,2019-04-04T12:08:33.207174,2019-04-04T12:50:33.207174,Change,0
REF006REF014,2019-04-04T12:50:33.207174,2019-04-04T16:59:48.263279,REF006REF014,775.0
Idle,2019-04-04T16:59:48.263279,2019-04-04T17:00:00,Idle,0
REF006REF014,2019-04-04T17:00:00,2019-04-04T20:13:17.404799,REF006REF014,601.0
Change,2019-04-04T20:13:17.404799,2019-04-04T20:55:17.404799,Change,0
REF004REF012,2019-04-04T20:55:17.404799,2019-04-04T21:59:29.408150,REF004REF012,108.0
Idle,2019-04-04T21:59:29.408150,2019-04-04T22:00:00,Idle,0
REF004REF012,2019-04-04T22:00:00,2019-04-05T05:59:43.025037,REF004REF012,807.0
Idle,2019-04-05T05:59:43.025037,2019-04-05T06:00:00,Idle,0
REF004REF012,2019-04-05T06:00:00,2019-04-05T15:00:21.028202,REF004REF012,909.0
Change,2019-04-05T15:00:21.028202,2019-04-05T15:42:21.028202,Change,0
REF007REF015,2019-04-05T15:42:21.028202,2019-04-05T16:59:53.010046,REF007REF015,290.0
Idle,2019-04-05T16:59:53.010046,2019-04-05T17:00:00,Idle,0
Change,2019-04-05T17:00:00,2019-04-05T17:42:00,Change,0
REF003REF010,2019-04-05T17:42:00,2019-04-05T21:59:32.521408,REF003REF010,499.0
Idle,2019-04-05T21:59:32.521408,2019-04-05T22:00:00,Idle,0
REF003REF010,2019-04-05T22:00:00,2019-04-06T01:56:53.842337,REF003REF010,459.0
Change,2019-04-06T01:56:53.842337,2019-04-06T02:38:53.842337,Change,0
REF007REF015,2019-04-06T02:38:53.842337,2019-04-06T05:59:56.912499,REF007REF015,752.0
Idle,2019-04-06T05:59:56.912499,2019-04-06T06:00:00,Idle,0
REF007REF015,2019-04-06T06:00:00,2019-04-06T21:10:20.683380,REF007REF015,3405.0
Change,2019-04-06T21:10:20.683380,2019-04-06T21:52:20.683380,Change,0
REF006REF015,2019-04-06T21:52:20.683380,2019-04-06T21:59:48.887174,REF006REF015,27.0
Idle,2019-04-06T21:59:48.887174,2019-04-06T22:00:00,Idle,0
REF006REF015,2019-04-06T22:00:00,2019-04-06T23:59:47.860844,REF006REF015,433.0
Idle,2019-04-06T23:59:47.860844,2019-04-07T00:00:00,Idle,0
REF006REF015,2019-04-07T00:00:00,2019-04-07T20:40:51.630220,REF006REF015,4485.0
Idle,2019-04-07T20:40:51.630220,2019-04-08T00:00:00,Idle,0
Idle,2019-04-08T00:00:00,2019-04-08T00:00:00,Idle,0
